State,Congressional District,Age: 35 -- 64,Farms by Size: 1 to 9 acres (Number),Farms by Size: 1 to 9 acres (Percent of Total),Land in Farms by Use (%): Cropland,Market Value of Agricultural Products Sold: Crops,Market Value of Agricultural Products Sold: Total,Other characteristics: New and beginning farmers,Per farm average ($): Market value of products sold,Per farm average ($): Net cash farm income,Per farm average ($): Percent of state agriculture sales,Per farm average ($): Total farm production expenses,Percent of farms that: Are family farms,Percent of farms that: Have internet access,Percent of farms that: Hire farm labor,Race: White,Sex: Female,Sex: Male,Share of Sales by Type (%): Crops,Total ($): Market value of products sold,Total ($): Net cash farm income,Total ($): Total farm production expenses,Total Producers,"Total and Per Farm Overview, 2022: Average size of farm (acres)","Total and Per Farm Overview, 2022: Land in farms (acres)","Total and Per Farm Overview, 2022: Number of farms",District_ID
37,06,1839,175,9,39.0,82915.0,127736.0,1121,63932.0,11762.0,1.0,60510.0,96,76,22,3327,1179,2298,65.0,127736000.0,23500000.0,120900000.0,3477,144.0,287036.0,1998,3706
37,07,2385,314,12,62.0,385641.0,1901364.0,1489,750045.0,291048.0,10.0,478975.0,94,80,30,3444,1309,2981,20.0,1901364000.0,737807000.0,1214202000.0,4290,277.0,702807.0,2535,3707
37,08,4042,437,10,57.0,287801.0,1865330.0,2289,417580.0,164061.0,10.0,261825.0,96,77,19,7215,2584,4859,15.0,1865330000.0,732859000.0,1169571000.0,7443,158.0,706966.0,4467,3708
37,09,3577,346,9,39.0,143165.0,1660411.0,2283,419614.0,145184.0,9.0,282835.0,96,81,22,6334,2442,4240,9.0,1660411000.0,574493000.0,1119180000.0,6682,138.0,545315.0,3957,3709
37,10,4199,398,9,46.0,146415.0,1068412.0,2284,234507.0,81304.0,6.0,158032.0,97,77,17,7527,2577,5059,14.0,1068412000.0,370420000.0,719992000.0,7636,108.0,492074.0,4556,3710
37,11,4645,902,18,29.0,189626.0,,2991,,9382.0,,57277.0,96,78,21,8574,3227,5605,62.0,,47754000.0,291542000.0,8832,78.0,396961.0,5090,3711
37,12,242,62,23,48.0,,,164,,74394.0,,325973.0,93,86,22,445,195,275,,,20012000.0,87687000.0,470,66.0,17731.0,269,3712
37,13,1747,248,13,69.0,320140.0,827561.0,1002,428788.0,132933.0,4.0,308006.0,95,79,27,3146,1108,2154,39.0,827561000.0,256561000.0,594452000.0,3262,185.0,357096.0,1930,3713
37,14,241,60,22,41.0,14527.0,25979.0,171,93789.0,21849.0,,78394.0,94,76,23,478,190,301,56.0,25979000.0,6052000.0,21715000.0,491,73.0,20285.0,277,3714
38,01,22991,507,2,68.0,10581707.0,12138799.0,10886,484235.0,199435.0,100.0,365532.0,95,81,31,43034,13007,30553,87.0,12138799000.0,4999442000.0,9163166000.0,43560,1537.0,38537022.0,25068,3800
39,01,957,218,22,69.0,,91623.0,661,93113.0,10501.0,1.0,95138.0,93,81,23,1762,721,1071,,91623000.0,10333000.0,93616000.0,1792,109.0,107457.0,984,3901
39,02,9912,817,7,66.0,945058.0,1199303.0,5543,109196.0,31556.0,8.0,85625.0,96,76,19,18611,6461,12408,79.0,1199303000.0,346577000.0,940419000.0,18869,185.0,2031214.0,10983,3902
39,03,75,43,42,77.0,,,89,,27399.0,,198695.0,88,89,29,178,62,119,,,2822000.0,20466000.0,181,99.0,10165.0,103,3903
39,04,9709,1322,13,89.0,1639989.0,2754220.0,5278,274379.0,90113.0,18.0,195054.0,95,80,20,17621,5734,12040,60.0,2754220000.0,904559000.0,1957949000.0,17774,218.0,2191147.0,10038,3904
39,05,9988,1293,12,93.0,2264643.0,4127891.0,4954,374208.0,138860.0,27.0,247688.0,93,80,21,18730,4913,13923,55.0,4127891000.0,1531763000.0,2732246000.0,18836,244.0,2690600.0,11031,3905
39,06,7852,695,8,47.0,256957.0,596031.0,3914,72098.0,13365.0,4.0,63304.0,97,73,16,14334,5063,9394,43.0,596031000.0,110490000.0,523332000.0,14457,139.0,1152863.0,8267,3906
39,07,3899,654,18,74.0,242058.0,728081.0,2207,204173.0,57195.0,5.0,155438.0,96,67,21,6549,2322,4259,33.0,728081000.0,203957000.0,554294000.0,6581,115.0,411830.0,3566,3907
39,08,3972,567,13,87.0,542959.0,1563864.0,2109,367018.0,147094.0,10.0,228171.0,95,80,21,7182,2315,4933,35.0,1563864000.0,626768000.0,972236000.0,7248,170.0,724369.0,4261,3908
39,09,4264,591,12,91.0,1012787.0,1277975.0,2177,270014.0,73352.0,8.0,210957.0,94,80,19,7951,2281,5714,79.0,1277975000.0,347174000.0,998459000.0,7995,235.0,1110393.0,4733,3909
39,10,1847,375,19,86.0,270884.0,306856.0,1072,157929.0,40233.0,2.0,127627.0,95,85,19,3356,1162,2246,88.0,306856000.0,78173000.0,247979000.0,3408,164.0,318370.0,1943,3910
39,11,43,25,66,33.0,,,15,,7610.0,,138443.0,89,100,47,48,37,30,,,289000.0,5261000.0,67,13.0,503.0,38,3911
39,12,11802,1261,11,55.0,548276.0,1494021.0,6344,126526.0,29659.0,10.0,102778.0,96,71,15,20819,7679,13339,37.0,1494021000.0,350219000.0,1213606000.0,21018,141.0,1660390.0,11808,3912
39,13,830,285,34,66.0,26473.0,46554.0,547,55225.0,703.0,,60099.0,93,87,25,1515,559,982,57.0,46554000.0,592000.0,50664000.0,1541,60.0,50170.0,843,3913
39,14,4157,710,17,60.0,272620.0,361315.0,2427,85196.0,15449.0,2.0,74359.0,96,72,22,7460,2733,4796,75.0,361315000.0,65519000.0,315355000.0,7529,97.0,412805.0,4241,3914
39,15,3191,475,15,91.0,643751.0,838686.0,1766,264570.0,84717.0,5.0,192405.0,94,85,22,5568,1891,3725,77.0,838686000.0,268552000.0,609924000.0,5616,246.0,780070.0,3170,3915
40,01,1947,307,15,35.0,84349.0,132793.0,1442,66898.0,8837.0,2.0,61809.0,96,80,18,2955,1474,2198,64.0,132793000.0,17542000.0,122690000.0,3672,180.0,357787.0,1985,4001
40,02,25210,1425,5,24.0,285383.0,3141345.0,13880,118694.0,27586.0,37.0,96572.0,98,78,18,34003,18969,27603,9.0,3141345000.0,730090000.0,2555872000.0,46572,297.0,7856132.0,26466,4002
40,03,21139,1056,5,38.0,1004887.0,4265627.0,13148,182941.0,39472.0,50.0,166556.0,95,77,22,38302,15750,26114,24.0,4265627000.0,920357000.0,3883581000.0,41864,802.0,18710380.0,23317,4003
40,04,11285,1096,9,30.0,159846.0,822729.0,6931,69770.0,8559.0,10.0,71878.0,97,79,17,18121,8258,12342,19.0,822729000.0,100924000.0,847586000.0,20600,402.0,4745444.0,11792,4004
40,05,6822,764,11,27.0,53667.0,178035.0,4421,26113.0,7418.0,2.0,36289.0,97,81,13,10586,4945,7090,30.0,178035000.0,50579000.0,247421000.0,12035,180.0,1227820.0,6818,4005
41,01,3083,1016,35,58.0,427352.0,601161.0,1693,204965.0,27803.0,9.0,189220.0,96,89,27,5486,2475,3207,71.0,601161000.0,81546000.0,554983000.0,5682,79.0,230263.0,2933,4101
41,02,12696,2972,23,24.0,1794987.0,3130544.0,7805,244957.0,33858.0,46.0,231517.0,95,87,24,23673,10602,13861,57.0,3130544000.0,432709000.0,2958783000.0,24463,1030.0,13163289.0,12780,4102
41,03,2397,1112,51,63.0,376610.0,383523.0,1522,176983.0,31646.0,6.0,151667.0,96,90,27,3957,1810,2359,98.0,383523000.0,68576000.0,328663000.0,4169,36.0,77965.0,2167,4103
41,04,5584,1686,30,30.0,297031.0,452145.0,3395,79240.0,11483.0,7.0,79944.0,96,87,23,10584,4982,6025,66.0,452145000.0,65524000.0,456162000.0,11007,129.0,735348.0,5706,4104
41,05,7476,2694,38,68.0,832466.0,1046308.0,4530,147700.0,17758.0,15.0,139628.0,97,89,24,13348,6171,7540,80.0,1046308000.0,125799000.0,989126000.0,13711,90.0,634146.0,7084,4105
41,06,5273,1847,38,75.0,922296.0,1157484.0,2953,237335.0,32022.0,17.0,217920.0,96,89,26,9202,4110,5422,80.0,1157484000.0,156170000.0,1062796000.0,9532,93.0,454768.0,4877,4106
42,01,1124,208,21,77.0,72239.0,110286.0,539,109086.0,14750.0,1.0,107333.0,95,89,29,1920,722,1228,66.0,110286000.0,14912000.0,108514000.0,1950,76.0,77192.0,1011,4201
42,03,38,26,96,57.0,,,29,,30223.0,,51748.0,59,96,93,46,26,26,,,816000.0,1397000.0,52,10.0,280.0,27,4203
42,04,1284,266,22,75.0,210312.0,286066.0,700,237794.0,44014.0,3.0,205489.0,93,84,29,2276,864,1443,74.0,286066000.0,52949000.0,247203000.0,2307,91.0,108895.0,1203,4204
42,05,61,36,57,54.0,3599.0,3900.0,62,61907.0,2446.0,,80019.0,92,73,32,118,38,86,92.0,3900000.0,154000.0,5041000.0,124,15.0,956.0,63,4205
42,06,1796,358,20,66.0,615849.0,760411.0,1008,428159.0,105405.0,7.0,348439.0,94,78,39,3247,1302,1990,81.0,760411000.0,187199000.0,618828000.0,3292,91.0,161349.0,1776,4206
42,07,1102,176,17,81.0,131738.0,177367.0,484,166699.0,38891.0,2.0,144427.0,93,83,27,1888,658,1277,74.0,177367000.0,41380000.0,153671000.0,1935,143.0,151699.0,1064,4207
42,08,1122,100,9,40.0,37237.0,61727.0,597,54242.0,8772.0,1.0,55525.0,94,79,21,2105,731,1384,60.0,61727000.0,9983000.0,63187000.0,2115,164.0,186150.0,1138,4208
42,09,7263,664,9,65.0,447028.0,1960491.0,3408,265039.0,98527.0,19.0,177696.0,95,75,23,13564,4571,9073,23.0,1960491000.0,728805000.0,1314418000.0,13644,164.0,1212769.0,7397,4209
42,10,1915,284,15,76.0,165842.0,411060.0,981,212764.0,57230.0,4.0,168787.0,94,72,26,3442,1173,2310,40.0,411060000.0,110569000.0,326096000.0,3483,134.0,258202.0,1932,4210
42,11,6457,1195,20,78.0,442202.0,2154970.0,3497,356547.0,125727.0,21.0,246013.0,97,59,33,11088,3897,7249,21.0,2154970000.0,759892000.0,1486904000.0,11146,91.0,550875.0,6044,4211
42,12,245,39,14,60.0,5579.0,7940.0,130,29519.0,7470.0,,42135.0,95,78,12,474,172,311,70.0,7940000.0,2009000.0,11334000.0,483,98.0,26422.0,269,4212
42,13,8338,890,11,67.0,565208.0,2354274.0,4111,289294.0,100414.0,23.0,204293.0,95,71,26,14811,4861,10033,24.0,2354274000.0,817168000.0,1662536000.0,14894,169.0,1376439.0,8138,4213
42,14,5172,390,7,53.0,180410.0,408127.0,2376,74205.0,16450.0,4.0,65158.0,96,73,18,9905,3619,6357,44.0,408127000.0,90476000.0,358367000.0,9976,151.0,830802.0,5500,4214
42,15,7760,614,8,53.0,282277.0,1062527.0,3981,133299.0,41460.0,10.0,99994.0,96,71,20,14412,4933,9577,27.0,1062527000.0,330480000.0,797055000.0,14510,165.0,1314909.0,7971,4215
42,16,4597,463,10,64.0,306292.0,487494.0,2047,103261.0,25774.0,5.0,87788.0,95,76,22,8498,2960,5608,63.0,487494000.0,121679000.0,414448000.0,8568,156.0,735132.0,4721,4216
42,17,809,121,15,50.0,25457.0,33324.0,492,42182.0,5115.0,,42937.0,96,84,19,1519,602,936,76.0,33324000.0,4041000.0,33920000.0,1538,84.0,66213.0,790,4217
44,01,361,180,52,46.0,17852.0,26555.0,323,76749.0,14851.0,29.0,78476.0,92,86,30,631,285,378,67.0,26555000.0,5139000.0,27153000.0,663,35.0,12077.0,346,4401
44,02,728,272,38,24.0,54361.0,66275.0,479,93609.0,26936.0,71.0,75861.0,94,87,28,1253,547,728,82.0,66275000.0,19071000.0,53710000.0,1275,66.0,46999.0,708,4402
45,01,790,136,15,15.0,50654.0,56454.0,597,64079.0,5789.0,1.0,66875.0,93,77,22,1304,535,962,90.0,56454000.0,5100000.0,58917000.0,1497,212.0,186403.0,881,4501
45,02,2605,282,10,44.0,182025.0,730850.0,1556,258616.0,67171.0,17.0,200768.0,96,78,22,4541,1870,2999,25.0,730850000.0,189824000.0,567371000.0,4869,133.0,376550.0,2826,4502
45,03,6275,639,9,28.0,197905.0,1025186.0,4192,145169.0,42048.0,23.0,108450.0,97,79,16,11602,4457,7685,19.0,1025186000.0,296940000.0,765872000.0,12142,130.0,916387.0,7062,4503
45,04,1291,212,15,30.0,30690.0,42904.0,893,30108.0,4970.0,1.0,29655.0,97,79,16,2472,1054,1504,72.0,42904000.0,7082000.0,42259000.0,2558,71.0,101691.0,1425,4504
45,05,3799,363,8,36.0,236742.0,986097.0,2404,217250.0,99272.0,22.0,125514.0,97,76,16,6840,2593,4839,24.0,986097000.0,450594000.0,569706000.0,7432,183.0,830529.0,4539,4505
45,06,2811,280,8,51.0,554704.0,838697.0,1810,245952.0,79562.0,19.0,187092.0,94,75,26,4691,1702,3889,66.0,838697000.0,271307000.0,637985000.0,5591,389.0,1325933.0,3410,4506
45,07,2000,236,9,60.0,361943.0,747016.0,1227,300007.0,99682.0,17.0,215331.0,95,74,25,3659,1280,2728,48.0,747016000.0,248209000.0,536174000.0,4008,328.0,816429.0,2490,4507
46,01,26960,1115,4,44.0,7677280.0,12935225.0,12667,457091.0,159459.0,100.0,355936.0,93,82,29,49726,15910,35161,59.0,12935225000.0,4512536000.0,10072625000.0,51071,1495.0,42304601.0,28299,4600
47,01,8066,865,9,39.0,137693.0,316791.0,4426,33144.0,3428.0,6.0,31867.0,99,74,16,15795,5752,10267,43.0,316791000.0,32763000.0,304580000.0,16019,89.0,854255.0,9558,4701
47,02,4129,393,8,34.0,127485.0,201438.0,2432,41680.0,8035.0,4.0,36493.0,98,73,18,8163,2918,5355,63.0,201438000.0,38835000.0,176372000.0,8273,103.0,495473.0,4833,4702
47,03,4338,362,8,36.0,65883.0,418073.0,2526,87775.0,23282.0,8.0,69167.0,98,75,16,8215,3129,5243,16.0,418073000.0,110894000.0,329441000.0,8372,116.0,552267.0,4763,4703
47,04,10711,750,7,41.0,492434.0,1134870.0,5540,100094.0,21123.0,22.0,83436.0,97,77,18,19065,7045,12505,43.0,1134870000.0,239488000.0,945993000.0,19550,167.0,1893039.0,11338,4704
47,05,3993,280,7,36.0,67481.0,182483.0,2191,43698.0,3951.0,4.0,43743.0,98,78,16,6999,2677,4494,37.0,182483000.0,16498000.0,182673000.0,7171,136.0,569811.0,4176,4705
47,06,10008,793,7,36.0,229601.0,514001.0,5294,48087.0,7104.0,10.0,44267.0,98,78,18,17806,6503,11603,45.0,514001000.0,75938000.0,473174000.0,18106,145.0,1549616.0,10689,4706
47,07,7305,483,6,44.0,299316.0,450133.0,4085,60526.0,8788.0,9.0,58745.0,97,78,17,12544,4690,8169,66.0,450133000.0,65353000.0,436884000.0,12859,187.0,1393092.0,7437,4707
47,08,8681,525,5,70.0,1512843.0,1870487.0,4998,188690.0,48433.0,36.0,152492.0,95,73,21,16032,5568,11197,81.0,1870487000.0,480116000.0,1511649000.0,16765,332.0,3291955.0,9913,4708
47,09,363,58,15,77.0,71058.0,72758.0,204,182809.0,42451.0,1.0,152046.0,93,79,23,603,222,480,98.0,72758000.0,16896000.0,60514000.0,702,335.0,133443.0,398,4709
48,01,11524,1371,11,23.0,89980.0,2256993.0,6700,181401.0,58826.0,7.0,126947.0,98,75,16,19310,8494,12917,4.0,2256993000.0,731912000.0,1579472000.0,21411,173.0,2147641.0,12442,4801
48,02,527,169,29,22.0,2555.0,6220.0,370,10761.0,13686.0,,25521.0,99,78,14,911,439,579,41.0,6220000.0,7911000.0,14751000.0,1018,47.0,27422.0,578,4802
48,03,5090,1018,21,42.0,66201.0,156394.0,2917,31781.0,5678.0,,41841.0,98,82,13,8051,3694,4857,42.0,156394000.0,27942000.0,205899000.0,8551,90.0,441296.0,4921,4803
48,04,11636,1149,9,39.0,218305.0,879121.0,7247,72445.0,11449.0,3.0,66507.0,98,79,15,19736,8477,12531,25.0,879121000.0,138929000.0,807067000.0,21008,186.0,2255029.0,12135,4804
48,05,8867,1158,12,27.0,115364.0,533647.0,5461,55214.0,5868.0,2.0,51930.0,98,78,13,15585,6793,9750,22.0,533647000.0,56717000.0,501899000.0,16543,129.0,1248716.0,9665,4805
48,06,10876,1112,9,32.0,289588.0,663973.0,6783,56288.0,7306.0,2.0,55916.0,98,77,15,18666,8006,12234,44.0,663973000.0,86183000.0,659583000.0,20240,210.0,2477815.0,11796,4806
48,07,62,34,42,21.0,618.0,1687.0,61,20824.0,7705.0,,31961.0,100,75,32,107,58,79,37.0,1687000.0,624000.0,2589000.0,137,175.0,14163.0,81,4807
48,08,2961,517,16,21.0,37783.0,79363.0,1733,24949.0,6921.0,,35360.0,98,78,15,5167,2356,3306,48.0,79363000.0,22015000.0,112479000.0,5662,126.0,399447.0,3181,4808
48,09,219,65,27,23.0,7169.0,9157.0,111,38636.0,3062.0,,37235.0,99,76,15,265,160,270,78.0,9157000.0,726000.0,8825000.0,430,63.0,15044.0,237,4809
48,10,15536,1381,7,18.0,368017.0,1054986.0,9157,56873.0,1538.0,3.0,60023.0,97,73,16,29944,12716,19539,35.0,1054986000.0,28530000.0,1113429000.0,32255,196.0,3635242.0,18550,4810
48,11,11755,902,7,13.0,137342.0,612639.0,8103,46838.0,1703.0,2.0,62668.0,96,78,18,22658,8874,14370,22.0,612639000.0,22281000.0,819694000.0,23244,843.0,11025930.0,13080,4811
48,12,3690,981,27,21.0,7251.0,47343.0,2399,13064.0,8686.0,,26351.0,98,83,11,6229,2868,3578,15.0,47343000.0,31477000.0,95495000.0,6446,71.0,258560.0,3624,4812
48,13,14590,1177,8,29.0,1560846.0,10310330.0,9649,665827.0,198214.0,32.0,499319.0,93,78,21,26555,10285,16975,15.0,10310330000.0,3069338000.0,7731949000.0,27260,1356.0,20996558.0,15485,4813
48,14,3112,710,22,27.0,82791.0,127314.0,1872,39380.0,4741.0,,38583.0,98,78,15,4945,2153,3296,65.0,127314000.0,15329000.0,124739000.0,5449,185.0,599567.0,3233,4814
48,15,7974,953,11,22.0,326325.0,626173.0,4850,72281.0,8367.0,2.0,73340.0,96,71,17,14457,5546,9504,52.0,626173000.0,72481000.0,635343000.0,15050,294.0,2545277.0,8663,4815
48,16,217,234,80,3.0,5520.0,5947.0,139,20436.0,7471.0,,31541.0,96,87,23,420,201,276,93.0,5947000.0,2174000.0,9178000.0,477,505.0,147053.0,291,4816
48,17,13747,1302,8,27.0,233772.0,1978986.0,8087,124433.0,26027.0,6.0,104053.0,97,76,16,25027,10765,16520,12.0,1978986000.0,413936000.0,1654867000.0,27285,250.0,3981709.0,15904,4817
48,18,33,24,53,51.0,5060.0,8858.0,48,196839.0,13098.0,,190307.0,100,87,40,65,24,58,57.0,8858000.0,589000.0,8564000.0,82,1269.0,57085.0,45,4818
48,19,15443,1006,6,50.0,1347272.0,6791146.0,10400,405490.0,131092.0,21.0,335181.0,91,73,25,29468,10913,19132,20.0,6791146000.0,2195534000.0,5613605000.0,30045,1051.0,17597638.0,16748,4819
48,20,78,14,19,29.0,204.0,463.0,66,6171.0,10667.0,,17345.0,91,40,16,144,50,100,44.0,463000.0,800000.0,1301000.0,150,57.0,4298.0,75,4820
48,21,6888,688,9,6.0,35926.0,116826.0,4307,15045.0,11915.0,,31600.0,95,81,17,14039,5980,8307,31.0,116826000.0,92523000.0,245375000.0,14287,301.0,2338363.0,7765,4821
48,22,3744,549,14,42.0,520562.0,634737.0,2123,158367.0,42875.0,2.0,131205.0,95,74,24,6238,2591,4400,82.0,634737000.0,171842000.0,525872000.0,6991,371.0,1487453.0,4008,4822
48,23,8129,665,8,4.0,479921.0,997248.0,4626,113621.0,5957.0,3.0,130648.0,93,75,24,15514,5579,10297,48.0,997248000.0,52280000.0,1146699000.0,15876,3306.0,29016087.0,8777,4823
48,24,206,103,51,22.0,3252.0,4335.0,162,21356.0,18198.0,,41561.0,97,84,25,357,162,220,75.0,4335000.0,3694000.0,8437000.0,382,129.0,26192.0,203,4824
48,25,12788,1430,10,18.0,115837.0,1048988.0,8230,76362.0,7816.0,3.0,74731.0,97,80,15,23516,9793,14232,11.0,1048988000.0,107364000.0,1026578000.0,24025,353.0,4847447.0,13737,4825
48,26,6125,1399,23,31.0,44157.0,180796.0,3764,29455.0,15115.0,1.0,52001.0,98,82,15,10422,4470,6210,24.0,180796000.0,92775000.0,319182000.0,10680,136.0,833271.0,6138,4826
48,27,12485,987,7,26.0,452141.0,1706748.0,6799,120261.0,26768.0,5.0,102635.0,96,74,18,23901,9539,15361,26.0,1706748000.0,379892000.0,1456597000.0,24900,359.0,5090393.0,14192,4827
48,28,5849,439,6,6.0,63962.0,262569.0,3241,38744.0,2065.0,1.0,49838.0,96,62,21,11083,3864,7515,24.0,262569000.0,13994000.0,337754000.0,11379,884.0,5992550.0,6777,4828
48,29,33,10,31,10.0,45.0,236.0,40,7372.0,11464.0,,19101.0,100,47,31,58,26,32,19.0,236000.0,367000.0,611000.0,58,,,32,4829
48,30,309,145,43,36.0,14552.0,20736.0,226,62084.0,8931.0,,58500.0,92,66,25,403,216,330,70.0,20736000.0,2983000.0,19539000.0,546,86.0,28695.0,334,4830
48,31,8152,856,10,20.0,119079.0,402101.0,4999,44912.0,2515.0,1.0,51887.0,96,80,14,15299,6406,9406,30.0,402101000.0,22519000.0,464542000.0,15812,308.0,2760974.0,8953,4831
48,32,43,15,34,63.0,136.0,223.0,23,5069.0,,,21576.0,100,66,11,72,35,43,61.0,223000.0,,949000.0,78,56.0,2464.0,44,4832
48,33,53,27,44,27.0,354.0,479.0,23,7857.0,,,26901.0,98,70,23,65,49,30,74.0,479000.0,,1641000.0,79,,,61,4833
48,34,2608,756,28,26.0,345090.0,409654.0,1768,149947.0,54024.0,1.0,124981.0,95,68,29,4403,1520,3000,84.0,409654000.0,147593000.0,341447000.0,4520,792.0,2163152.0,2732,4834
48,35,405,75,14,16.0,22418.0,37111.0,237,68723.0,8473.0,,80244.0,97,73,16,831,355,558,60.0,37111000.0,4575000.0,43332000.0,913,197.0,106621.0,540,4835
48,36,4753,913,18,34.0,103849.0,163886.0,2714,32517.0,5462.0,1.0,40392.0,99,75,16,7837,3423,5145,63.0,163886000.0,27529000.0,203578000.0,8568,166.0,835843.0,5040,4836
48,37,165,32,17,44.0,2315.0,4969.0,88,26018.0,4058.0,,45624.0,88,84,24,333,131,224,47.0,4969000.0,775000.0,8714000.0,355,116.0,22147.0,191,4837
48,38,374,120,30,12.0,21089.0,24177.0,237,59844.0,9207.0,,63913.0,93,83,20,642,280,404,87.0,24177000.0,3720000.0,25821000.0,684,99.0,39985.0,404,4838
49,01,5405,1775,36,20.0,221724.0,536047.0,3200,108798.0,26366.0,23.0,91710.0,93,82,22,9301,3264,6162,41.0,536047000.0,129907000.0,451856000.0,9426,493.0,2426595.0,4927,4901
49,02,4169,1010,25,19.0,242417.0,1053482.0,2668,259223.0,65755.0,45.0,204731.0,93,80,24,7697,2818,4996,23.0,1053482000.0,267226000.0,832027000.0,7814,471.0,1913307.0,4064,4902
49,03,5337,1486,29,7.0,97202.0,239812.0,2899,46701.0,5511.0,10.0,47536.0,95,80,17,8647,3838,5868,41.0,239812000.0,28298000.0,244098000.0,9706,1064.0,5463546.0,5135,4903
49,04,3678,1429,44,28.0,156473.0,512258.0,2224,157134.0,33810.0,22.0,132930.0,95,84,18,6243,2374,3950,31.0,512258000.0,110219000.0,433351000.0,6324,212.0,691475.0,3260,4904
50,01,6358,816,12,37.0,326483.0,1033194.0,4032,158053.0,47517.0,100.0,121511.0,94,88,28,12266,5077,7393,32.0,1033194000.0,310620000.0,794317000.0,12470,180.0,1173890.0,6537,5000
51,01,1489,260,17,67.0,273583.0,340349.0,1013,217337.0,59401.0,6.0,171390.0,92,82,29,2491,907,1784,80.0,340349000.0,93023000.0,268396000.0,2691,293.0,459075.0,1566,5101
51,02,1269,203,16,74.0,317259.0,662596.0,751,530926.0,160917.0,12.0,395834.0,92,85,32,2002,695,1477,48.0,662596000.0,200824000.0,494000000.0,2172,304.0,379094.0,1248,5102
51,03,37,15,44,,4724.0,4773.0,18,140386.0,15142.0,,137293.0,79,82,29,57,28,35,99.0,4773000.0,515000.0,4668000.0,63,58.0,1975.0,34,5103
51,04,1203,147,10,55.0,197969.0,316494.0,718,221325.0,52578.0,6.0,184280.0,93,76,31,2106,823,1574,63.0,316494000.0,75187000.0,263520000.0,2397,356.0,509434.0,1430,5104
51,05,7310,502,6,33.0,299009.0,731269.0,4419,84834.0,16775.0,13.0,76705.0,96,76,23,13923,5622,9270,41.0,731269000.0,144599000.0,661194000.0,14892,206.0,1779956.0,8620,5105
51,06,7237,1015,13,37.0,250615.0,2270146.0,3975,292733.0,105554.0,41.0,195313.0,96,77,22,13585,5238,8577,11.0,2270146000.0,818575000.0,1514655000.0,13815,153.0,1187388.0,7755,5106
51,07,2410,265,10,47.0,253543.0,344813.0,1616,129337.0,30531.0,6.0,110966.0,94,84,24,4456,1919,2835,74.0,344813000.0,81396000.0,295835000.0,4754,192.0,512451.0,2666,5107
51,08,14,7,64,,,14.0,6,1233.0,2579.0,,3812.0,64,100,27,16,5,11,,14000.0,28000.0,42000.0,16,88.0,967.0,11,5108
51,09,10952,969,8,28.0,193745.0,682324.0,5824,54412.0,8236.0,12.0,50568.0,97,73,19,20841,7450,13764,28.0,682324000.0,103284000.0,634127000.0,21214,167.0,2091732.0,12540,5109
51,10,3177,339,11,40.0,91503.0,138890.0,1996,45182.0,10559.0,3.0,70408.0,93,89,27,5481,2520,3189,66.0,138890000.0,32457000.0,216434000.0,5709,126.0,385939.0,3074,5110
51,11,55,39,76,33.0,,328.0,42,6434.0,16474.0,,26333.0,94,90,27,69,30,45,,328000.0,840000.0,1343000.0,75,33.0,1676.0,51,5111
53,01,700,321,54,59.0,44049.0,55320.0,429,92354.0,13210.0,,115749.0,94,90,27,1084,574,640,80.0,55320000.0,7913000.0,69334000.0,1214,27.0,16331.0,599,5301
53,02,3440,1141,34,64.0,599445.0,1051519.0,1892,314732.0,62122.0,8.0,262042.0,95,86,27,5858,2801,3460,57.0,1051519000.0,207548000.0,875482000.0,6261,79.0,263355.0,3341,5302
53,03,4448,1412,29,39.0,166357.0,465652.0,2880,96309.0,15801.0,4.0,87177.0,97,85,22,8392,3868,4856,36.0,465652000.0,76396000.0,421501000.0,8724,60.0,290241.0,4835,5303
53,04,8086,2311,29,44.0,5498068.0,7292564.0,3802,924045.0,161695.0,57.0,797534.0,92,85,36,14628,5659,9548,75.0,7292564000.0,1276097000.0,6294142000.0,15207,756.0,5970178.0,7892,5304
53,05,7449,977,13,64.0,2297801.0,2981846.0,3942,386199.0,96356.0,23.0,322759.0,92,85,29,14330,5915,8733,77.0,2981846000.0,743963000.0,2492023000.0,14648,877.0,6769022.0,7721,5305
53,06,2204,945,42,19.0,60213.0,187089.0,1241,83003.0,11457.0,1.0,82087.0,95,86,23,3919,1976,2201,32.0,187089000.0,25824000.0,185025000.0,4177,79.0,176991.0,2254,5306
53,07,162,116,62,14.0,3432.0,4174.0,132,22319.0,7700.0,,38111.0,93,87,27,328,170,192,82.0,4174000.0,1440000.0,7127000.0,362,43.0,8084.0,187,5307
53,08,4141,1427,34,39.0,426998.0,591951.0,2471,141345.0,15674.0,5.0,139968.0,95,89,28,7459,3578,4291,72.0,591951000.0,65643000.0,586186000.0,7869,77.0,320915.0,4188,5308
53,09,93,54,58,38.0,6904.0,7090.0,72,76232.0,13455.0,,111956.0,86,76,48,136,96,95,97.0,7090000.0,1251000.0,10412000.0,191,21.0,1997.0,93,5309
53,10,857,436,45,34.0,54942.0,114368.0,494,118393.0,7799.0,1.0,116240.0,95,89,26,1715,840,960,48.0,114368000.0,7534000.0,112288000.0,1800,40.0,38300.0,966,5310
54,01,8868,726,7,22.0,92463.0,324623.0,5639,32691.0,5082.0,34.0,30255.0,98,72,13,16675,5895,11009,28.0,324623000.0,50463000.0,300435000.0,16904,170.0,1687287.0,9930,5401
